15771541,0
15771542,0
15771543,0
15771544,0
15771545,0
15771546,0
15771547,0
15771548,0
15771549,0
15771550,0
15771551,0
15771552,0
15771553,0
15771554,0
15771555,0.1
15771556,0
15771557,0.23
15771558,2.12
15771559,3.67
15771560,1.05
15771561,3.65
15771562,0.23
15771563,0.8
15771564,0.2
15771565,0.91
15771566,0.17
15771567,0.8
15771568,0.7
15771569,0.7
15771570,0.3
15771571,0.2
15771572,0.1
15771573,0.1
15771574,0.1
15771575,0.1
15771576,0.12
15771577,0.3
15771578,0.1
15771579,0.1
15771580,0
15771581,0.3
15771582,0.1
15771583,0.1
15771584,0
15771585,0.2
15771586,0.6
15771587,0.2
15771588,0.2
15771589,0.2
15771590,0.4
15771591,0.3
15771592,0.16
15771593,0.2
15771594,0.2
15771595,0.3
15771596,0.2
15771597,0.71
15771598,0.24
15771599,0.8
15771600,0.2
15771601,0.1
15771602,0
15771603,2.01
15771604,0.12
15771605,0.3
15771606,0.1
15771607,0.1
15771608,0.4
15771609,0.5
15771610,0.3
15771611,0.1
15771612,0
15771613,0
15771614,0
15771615,0.1
15771616,0.1
15771617,0.4
15771618,0.4
15771619,0.7
15771620,1.28
15771621,0.3
15771622,0.2
15771623,0.1
15771624,0.2
15771625,0.2
15771626,0.2
15771627,0.2
15771628,0.2
15771629,0.1
15771630,0.1
15771631,0.1
15771632,0.1
15771633,0.1
15771634,0.1
15771635,0.7
15771636,0.9
15771637,0.3
15771638,0.1
15771639,0
15771640,0
